"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE"
"201500002158984",11/08/2015  21:00,11/08/2015  23:00,"LARCENY-THEFT","72XX N 27TH AVE","85051","VEHICLE"
"201500002154422",11/08/2015  21:00,11/09/2015  06:06,"LARCENY-THEFT","18XX E DARREL RD","85042","SINGLE FAMILY HOUSE"
"201500002155351",11/08/2015  21:00,11/09/2015  06:50,"LARCENY-THEFT","68XX S 33RD DR","85041","SINGLE FAMILY HOUSE"
"201500002155082",11/08/2015  21:00,11/09/2015  06:50,"MOTOR VEHICLE THEFT","68XX S 33RD DR","85041","SINGLE FAMILY HOUSE"
"201500002168691",11/08/2015  21:22,11/08/2015  21:39,"LARCENY-THEFT","24XX S 49TH AVE","85043","SINGLE FAMILY HOUSE"
"201500002159265",11/08/2015  22:00,11/09/2015  16:00,"MOTOR VEHICLE THEFT","176XX N CAVE CREEK RD","85022","APARTMENT"
"201500002154659",11/08/2015  22:00,11/09/2015  06:30,"MOTOR VEHICLE THEFT","138XX N 51ST ST","85254","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002157572",11/08/2015  22:00,11/09/2015  09:00,"MOTOR VEHICLE THEFT","20XX W HADLEY ST","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002153340",11/08/2015  22:18,11/08/2015  22:25,"BURGLARY","22XX E BELL RD","85022","RETAIL BUSINESS"
"201500002153373",11/08/2015  22:25,,"ROBBERY","14XX S 16TH ST","85034","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002155108",11/08/2015  22:30,11/09/2015  08:30,"MOTOR VEHICLE THEFT","30XX N 16TH AVE","85015","DRIVEWAY"
"201500002153465",11/08/2015  22:40,,"AGGRAVATED ASSAULT","19XX W BETHANY HOME RD","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002153479",11/08/2015  22:45,11/08/2015  22:45,"AGGRAVATED ASSAULT","17XX W BELL RD","85023","HOTEL / MOTEL"
"201500002153510",11/08/2015  22:51,,"MOTOR VEHICLE THEFT","17XX W TUCKEY LN","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002153518",11/08/2015  22:59,11/08/2015  22:59,"AGGRAVATED ASSAULT","22XX N 20TH ST","85006","SINGLE FAMILY HOUSE"
"201580008383",11/08/2015  23:00,11/09/2015  14:00,"LARCENY-THEFT","174XX N 19TH AVE","85023","APARTMENT"
"201500002154035",11/08/2015  23:30,11/09/2015  01:30,"MOTOR VEHICLE THEFT","24XX W CAMPBELL AVE","85015","APARTMENT"
"201500002250714",11/09/2015  00:00,11/23/2015  00:00,"LARCENY-THEFT","28XX S 45TH ST","85040","OFFICE / COMMERCIAL BUILDING"
"201500002164899",11/09/2015  00:00,,"LARCENY-THEFT","4XX E BRAEBURN DR","85022","DRIVEWAY"
"201500002422286",11/09/2015  00:00,11/09/2015  00:00,"LARCENY-THEFT","34XX N 51ST AVE","85031","GOVERNMENT / PUBLIC BUILDING"
"201500002156151",11/09/2015  00:00,11/09/2015  11:35,"DRUG OFFENSE","XX E FOOTHILL DR","85020","SINGLE FAMILY HOUSE"
"201500002154906",11/09/2015  00:01,11/09/2015  07:00,"LARCENY-THEFT","35XX W LAWRENCE LN","85051","VEHICLE"
"201500002169459",11/09/2015  00:01,11/09/2015  08:00,"LARCENY-THEFT","18XX N 28TH ST","85008","VEHICLE"
"201500002155805",11/09/2015  00:01,11/09/2015  07:30,"MOTOR VEHICLE THEFT","45XX E CACTUS RD","85032","RETAIL BUSINESS"
"201500002175844",11/09/2015  00:01,11/12/2015  12:00,"LARCENY-THEFT","40XX W GRAND AVE","85019","RETAIL BUSINESS"
"201500002154467",11/09/2015  00:30,11/09/2015  06:00,"MOTOR VEHICLE THEFT","30XX N 16TH DR","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002153904",11/09/2015  00:45,,"LARCENY-THEFT","6XX E ADAMS ST","85004","RESTAURANT"
"201500002154985",11/09/2015  01:00,11/09/2015  07:00,"LARCENY-THEFT","53XX W EDGEMONT AVE","85035","VEHICLE"
"201500002155543",11/09/2015  01:00,11/09/2015  06:39,"LARCENY-THEFT","71XX W KINGMAN ST","85043","DRIVEWAY"
"201500002155134",11/09/2015  01:30,11/09/2015  01:30,"AGGRAVATED ASSAULT","76XX W MEADOWBROOK AVE","85033","VEHICLE"
"201500002154901",11/09/2015  01:30,11/09/2015  01:30,"MOTOR VEHICLE THEFT","18XX N 65TH DR","85035","DRIVEWAY"
"201580008402",11/09/2015  02:00,11/09/2015  04:00,"LARCENY-THEFT","21XX E CAMELBACK RD","85016","PARKING LOT"
"201500002154828",11/09/2015  02:00,11/09/2015  03:30,"BURGLARY","58XX S CENTRAL AVE","85040","RETAIL BUSINESS"
"201500002169554",11/09/2015  02:04,11/10/2015  12:00,"LARCENY-THEFT","15XX N 52ND DR","85043","HOTEL / MOTEL"
"201500002154080",11/09/2015  02:15,11/09/2015  02:21,"ROBBERY","20XX S 7TH AVE","85003","CONVENIENCE MARKET / STORE"
"201500002154776",11/09/2015  02:45,11/09/2015  03:05,"BURGLARY","34XX N 56TH ST","85018","RESTAURANT"
"201500002154140",11/09/2015  02:58,11/09/2015  02:58,"BURGLARY","16XX E SOUTHERN AVE","85042","CONVENIENCE MARKET / STORE"
"201510000016524",11/09/2015  03:00,11/09/2015  03:30,"AGGRAVATED ASSAULT","4XX N 27TH AVE","85009","APARTMENT"
"201500002156974",11/09/2015  03:00,11/09/2015  03:00,"MOTOR VEHICLE THEFT","72XX S 30TH ST","85042","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002154196",11/09/2015  03:20,,"BURGLARY","20XX N 73RD AVE","85035","SINGLE FAMILY HOUSE"
"201500002154871",11/09/2015  04:15,11/09/2015  06:50,"BURGLARY","70XX S 16TH WAY","85042","SINGLE FAMILY HOUSE"
"201580008704",11/09/2015  04:23,,"MOTOR VEHICLE THEFT","68XX N 36TH DR","85019","SINGLE FAMILY HOUSE"
"201500002308066",11/09/2015  05:00,11/09/2015  06:00,"LARCENY-THEFT","29XX N 16TH ST","85014","PARK / PLAYGROUND"
"201580008362",11/09/2015  05:00,11/09/2015  06:00,"LARCENY-THEFT","45XX E SUNRISE DR","85044","DRIVEWAY"
"201510000016465",11/09/2015  05:01,,"BURGLARY","60XX W LATHAM ST","85043",
"201580008395",11/09/2015  05:24,11/09/2015  06:24,"LARCENY-THEFT","27XX W AUGUSTA AVE","85051","OTHER"
"201500002154480",11/09/2015  05:30,11/09/2015  05:40,"LARCENY-THEFT","92XX N 7TH AVE","85021","PARK / PLAYGROUND"
"201500002170133",11/09/2015  05:30,11/09/2015  07:00,"BURGLARY","26XX E GLASS LN","85042","SINGLE FAMILY HOUSE"
"201580008436",11/09/2015  06:05,11/09/2015  06:06,"LARCENY-THEFT","78XX N 21ST LN","85021","DRIVEWAY"
"201500002154526",11/09/2015  06:45,,"BURGLARY","1XX W CORONADO RD","85003","SINGLE FAMILY HOUSE"
"201580008387",11/09/2015  06:55,,"LARCENY-THEFT","44XX E PONCA ST","85044","DRIVEWAY"
"201500002162275",11/09/2015  07:00,11/10/2015  08:00,"LARCENY-THEFT","11XX W WATKINS ST","85007","OTHER"
"201500002157952",11/09/2015  07:00,11/09/2015  15:00,"MOTOR VEHICLE THEFT","4XX N 44TH ST","85008","PARKING LOT"
"201500002159899",11/09/2015  07:00,11/09/2015  16:00,"RAPE","52XX N 17TH AVE","85015",
"201580008396",11/09/2015  07:15,11/10/2015  07:15,"LARCENY-THEFT","47XX N 15TH AVE","85015","GARAGE / CARPORT"
"201500002157196",11/09/2015  07:20,11/09/2015  14:00,"BURGLARY","74XX W SOUTHGATE AVE","85043","SINGLE FAMILY HOUSE"
"201500002158030",11/09/2015  07:20,11/09/2015  15:30,"BURGLARY","23XX W TIERRA BUENA LN","85023","SINGLE FAMILY HOUSE"
"201500002157620",11/09/2015  07:30,11/09/2015  15:10,"BURGLARY","39XX W EDGEMONT AVE","85009","SINGLE FAMILY HOUSE"
"201500002154812",11/09/2015  07:40,11/09/2015  07:45,"LARCENY-THEFT","86XX N 7TH ST","85020","VEHICLE"
"201500002179647",11/09/2015  07:53,11/09/2015  22:00,"BURGLARY","52XX N 24TH ST","85016","APARTMENT"
"201500002158793",11/09/2015  08:00,11/09/2015  15:00,"BURGLARY","7XX W CULVER ST","85007","SINGLE FAMILY HOUSE"
"201500002158575",11/09/2015  08:00,11/09/2015  14:30,"LARCENY-THEFT","5XX E GREENWAY RD S","85042","VEHICLE"
"201580008371",11/09/2015  08:00,,"LARCENY-THEFT","25XX E TURNEY AVE","85016","STREET / ROADWAY / ALLEY SIDEWALK"
"201500002228315",11/09/2015  08:00,11/11/2015  08:00,"MOTOR VEHICLE THEFT","38XX N 35TH AVE","85017","PARKING LOT"
"201500002256238",11/09/2015  08:00,11/24/2015  16:29,"BURGLARY","50XX E SIESTA DR","85044","CONDO / TOWNHOUSE"
"201500002161823",11/09/2015  08:00,11/09/2015  08:30,"AGGRAVATED ASSAULT","48XX N 37TH AVE","85019","GAS / SERVICE STATION"
"201500002158670",11/09/2015  08:00,11/09/2015  16:00,"BURGLARY","37XX W EVANS DR","85053","SINGLE FAMILY HOUSE"
"201500002159266",11/09/2015  08:30,11/09/2015  14:30,"BURGLARY","44XX N 14TH ST","85014","CONDO / TOWNHOUSE"
"201500002156369",11/09/2015  08:30,11/09/2015  11:30,"BURGLARY","46XX E PIEDMONT RD","85044","SINGLE FAMILY HOUSE"
"201500002156504",11/09/2015  08:40,11/09/2015  12:07,"BURGLARY","31XX N 21ST ST","85016","SCHOOL-COLLEGE/UNIVERSITY"
"201500002292528",11/09/2015  09:00,,"LARCENY-THEFT","44XX N 13TH PL","85014","APARTMENT"
"201500002159269",11/09/2015  09:00,11/09/2015  18:49,"LARCENY-THEFT","16XX E OSBORN RD","85016","PARKING LOT"
"201500002156213",11/09/2015  09:20,11/09/2015  09:20,"DRUG OFFENSE","34XX S 67TH AVE","85043","SCHOOL-ELEMENTARY/SECONDARY"
"201500002155390",11/09/2015  09:30,,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002155385",11/09/2015  09:30,11/09/2015  09:35,"MOTOR VEHICLE THEFT","1XX W JACKSON ST","85003","OFFICE / COMMERCIAL BUILDING"
"201500002173286",11/09/2015  09:30,11/09/2015  10:00,"LARCENY-THEFT","9XX W COCHISE DR","85021","OTHER"
"201500002156451",11/09/2015  09:30,11/09/2015  12:00,"MOTOR VEHICLE THEFT","84XX W MULBERRY DR","85037","SINGLE FAMILY HOUSE"
"201500002155407",11/09/2015  09:37,11/09/2015  09:38,"BURGLARY","45XX E ACOMA DR","85032","SINGLE FAMILY HOUSE"
"201500002156616",11/09/2015  09:50,11/09/2015  12:51,"BURGLARY","93XX W WILLIAMS ST","85353","SINGLE FAMILY HOUSE"
"201500002155484",11/09/2015  09:52,,"LARCENY-THEFT","18XX W BELL RD","85023","RETAIL BUSINESS"
"201500002156911",11/09/2015  10:00,11/09/2015  11:30,"BURGLARY","50XX N 39TH DR","85019","SINGLE FAMILY HOUSE"
"201500002159027",11/09/2015  10:00,11/09/2015  18:00,"BURGLARY","3XX E CLARENDON AVE","85012","SINGLE FAMILY HOUSE"
"201500002155528",11/09/2015  10:00,11/09/2015  10:06,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","CONDO / TOWNHOUSE"
"201500002159588",11/09/2015  10:00,11/09/2015  18:00,"BURGLARY","18XX N 48TH PL","85008","SINGLE FAMILY HOUSE"
"201500002155705",11/09/2015  10:15,11/09/2015  10:29,"DRUG OFFENSE","2XX E DUNLAP AVE","85020","HOSPITAL"
"201500002155753",11/09/2015  10:30,11/09/2015  10:30,"LARCENY-THEFT","52XX S CENTRAL AVE","85041","RETAIL BUSINESS"
"201580008478",11/09/2015  10:44,,"LARCENY-THEFT","21XX W MULBERRY DR","85015","STREET / ROADWAY / ALLEY SIDEWALK"
"201500002155866",11/09/2015  10:56,11/09/2015  10:56,"LARCENY-THEFT","3XX E MCDOWELL RD","85004","GROCERY / SUPER MARKET"
"201500002156010",11/09/2015  11:00,11/09/2015  11:00,"DRUG OFFENSE","37XX E YALE ST","85008","FENCED RESIDENTIAL YARD"
"201500002159291",11/09/2015  11:30,11/09/2015  18:15,"BURGLARY","19XX W VILLAGE DR","85023","SINGLE FAMILY HOUSE"
"201500002156085",11/09/2015  11:30,,"ROBBERY","70XX W INDIAN SCHOOL RD","85033","PARKING LOT"
"201500002156237",11/09/2015  11:53,,"BURGLARY","18XX E SIESTA LN","85024","SINGLE FAMILY HOUSE"
"201500002156792",11/09/2015  11:55,11/09/2015  12:15,"LARCENY-THEFT","18XX W MCDOWELL RD","85007","OTHER"
"201500002157735",11/09/2015  11:59,11/09/2015  12:00,"LARCENY-THEFT","33XX W CAMELBACK RD","85017","SCHOOL-COLLEGE/UNIVERSITY"
"201580008514",11/09/2015  12:00,11/10/2015  04:00,"LARCENY-THEFT","74XX W ELWOOD ST","85043","DRIVEWAY"
"201600000451474",11/09/2015  12:00,02/23/2016  00:00,"LARCENY-THEFT","40XX E LUDLOW DR","85032","SINGLE FAMILY HOUSE"
"201500002296727",11/09/2015  12:00,12/01/2015  14:00,"BURGLARY","3XX W LAS PALMARITAS DR","85021","SINGLE FAMILY HOUSE"
"201500002158532",11/09/2015  12:00,11/09/2015  12:15,"LARCENY-THEFT","170XX N 41ST AVE","85308","PARKING LOT"
"201500002202698",11/09/2015  12:00,11/09/2015  12:01,"BURGLARY","112XX N 19TH AVE","85029","MEDICAL OFFICE"
"201500002169027",11/09/2015  12:00,11/11/2015  10:00,"LARCENY-THEFT","92XX N 10TH AVE","85021","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002156301",11/09/2015  12:01,11/09/2015  12:01,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","RETAIL BUSINESS"
"201500002156326",11/09/2015  12:06,11/09/2015  12:06,"LARCENY-THEFT","51XX W BASELINE RD","85339","GROCERY / SUPER MARKET"
"201580008468",11/09/2015  12:14,11/13/2015  09:30,"LARCENY-THEFT","33XX W MYRTLE AVE","85051","DRIVEWAY"
"201500002156460",11/09/2015  12:15,11/09/2015  12:16,"LARCENY-THEFT","5XX E BASELINE RD","85042","PARKING LOT"
"201500002201487",11/09/2015  12:30,11/09/2015  13:00,"AGGRAVATED ASSAULT","73XX N 19TH AVE","85021","SCHOOL-COLLEGE/UNIVERSITY"
"201500002176398",11/09/2015  12:30,,"LARCENY-THEFT","102XX N 32ND LN","85051","APARTMENT"
"201500002157061",11/09/2015  13:00,,"BURGLARY","9XX E BEVERLY RD","85042","SINGLE FAMILY HOUSE"
"201500002172099",11/09/2015  13:00,11/11/2015  07:15,"LARCENY-THEFT","23XX W LONE CACTUS DR","85027","OTHER"
"201500002158165",11/09/2015  13:00,,"ROBBERY","60XX N 32ND AVE","85017","SINGLE FAMILY HOUSE"
"201580008804",11/09/2015  13:02,,"LARCENY-THEFT","48XX N 43RD AVE","85031","RETAIL BUSINESS"
"201500002156734",11/09/2015  13:11,,"LARCENY-THEFT","20XX N 75TH AVE","85035","GROCERY / SUPER MARKET"
"201500002157007",11/09/2015  13:30,,"LARCENY-THEFT","29XX W INDIAN SCHOOL RD","85017","RETAIL BUSINESS"
"201500002156873",11/09/2015  13:31,11/09/2015  13:31,"BURGLARY","81XX W MULBERRY DR","85033","SINGLE FAMILY HOUSE"
"201500002171621",11/09/2015  14:00,,"LARCENY-THEFT","48XX W VIRGINIA AVE","85035","SINGLE FAMILY HOUSE"
"201500002161848",11/09/2015  14:00,11/10/2015  07:00,"LARCENY-THEFT","31XX W HEARN RD","85053","FENCED RESIDENTIAL YARD"
"201500002157180",11/09/2015  14:00,11/09/2015  14:16,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","DEPARTMENT / DISCOUNT STORE"
"201500002160228",11/09/2015  14:00,11/09/2015  17:30,"BURGLARY","77XX N 12TH ST","85020","APARTMENT"
"201500002088933",11/09/2015  14:06,10/30/2015  06:00,"MOTOR VEHICLE THEFT","44XX E CHANDLER BLVD","85048","PARKING LOT"
"201500002157233",11/09/2015  14:24,,"LARCENY-THEFT","31XX E THOMAS RD","85016","GROCERY / SUPER MARKET"
"201500002158272",11/09/2015  14:26,,"BURGLARY","26XX N 29TH PL","85008","SINGLE FAMILY HOUSE"
"201500002157251",11/09/2015  14:27,,"DRUG OFFENSE","75XX N 39TH AVE","85051","SCHOOL-COLLEGE/UNIVERSITY"
"201500002157279",11/09/2015  14:30,11/09/2015  14:30,"LARCENY-THEFT","216XX N 35TH AVE","85308","CONVENIENCE MARKET / STORE"
"201500002157888",11/09/2015  14:30,,"DRUG OFFENSE","34XX W MCDOWELL RD","85009","SCHOOL-ELEMENTARY/SECONDARY"
"201500002157312",11/09/2015  14:30,,"LARCENY-THEFT","60XX N 27TH AVE","85017","GROCERY / SUPER MARKET"
"201500002159327",11/09/2015  14:30,11/09/2015  18:30,"BURGLARY","21XX W KEIM DR","85015","SINGLE FAMILY HOUSE"
"201500002157524",11/09/2015  14:35,11/09/2015  15:00,"BURGLARY","32XX S 80TH AVE","85043","SINGLE FAMILY HOUSE"
"201500002162833",11/09/2015  14:35,11/09/2015  17:00,"LARCENY-THEFT","48XX W PARK VIEW LN","85310","SINGLE FAMILY HOUSE"
"201500002157673",11/09/2015  14:45,11/09/2015  15:00,"DRUG OFFENSE","38XX W CAMELBACK RD","85019","SCHOOL-OTHER"
"201500002158097",11/09/2015  15:00,,"DRUG OFFENSE","3XX E UNION HILLS DR","85024","OTHER"
"201500002182435",11/09/2015  15:00,11/09/2015  17:30,"MOTOR VEHICLE THEFT","27XX W MARYLAND AVE","85017","PARKING LOT"
"201500002157910",11/09/2015  15:04,,"LARCENY-THEFT","26XX E INDIAN SCHOOL RD","85016","VEHICLE"
"201500002157587",11/09/2015  15:07,,"LARCENY-THEFT","31XX E ROOSEVELT ST","85008","RETAIL BUSINESS"
"201500002157788",11/09/2015  15:12,11/09/2015  15:23,"LARCENY-THEFT","17XX W BETHANY HOME RD","85015","RETAIL BUSINESS"
"201500002157863",11/09/2015  15:45,,"LARCENY-THEFT","3XX E MCDOWELL RD","85004","GROCERY / SUPER MARKET"
"201500002200505",11/09/2015  16:30,11/16/2015  07:00,"LARCENY-THEFT","63XX W FILLMORE ST","85043","CONSTRUCTION SITE"
"201500002158329",11/09/2015  16:40,11/09/2015  16:41,"ARSON","15XX W SWEETWATER AVE","85029","CANAL / RIGHT-OF-WAY"
"201500002158401",11/09/2015  16:48,11/09/2015  16:50,"MOTOR VEHICLE THEFT","25XX W SPENCER RUN","85041","SINGLE FAMILY HOUSE"
"201500002158415",11/09/2015  16:55,11/09/2015  16:55,"BURGLARY","29XX E CACTUS RD","85032","SINGLE FAMILY HOUSE"
"201500002161786",11/09/2015  17:00,11/10/2015  07:15,"LARCENY-THEFT","48XX E CALLE TUBERIA","85018","VEHICLE"
"201510000016541",11/09/2015  17:10,11/09/2015  18:00,"LARCENY-THEFT","52XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201500002158570",11/09/2015  17:17,,"LARCENY-THEFT","62XX S 16TH ST","85042","GROCERY / SUPER MARKET"
"201500002141959",11/09/2015  17:30,11/10/2015  08:30,"BURGLARY","2XX W RUTH AVE","85021","SINGLE FAMILY HOUSE"
"201500002158668",11/09/2015  17:31,11/09/2015  17:31,"AGGRAVATED ASSAULT","27XX W PEORIA AVE","85051","PARKING LOT"
"201500002158799",11/09/2015  17:47,,"LARCENY-THEFT","21XX E BASELINE RD","85042","RETAIL BUSINESS"
"201500002158947",11/09/2015  17:55,11/09/2015  18:06,"LARCENY-THEFT","57XX N 19TH AVE","85015","DEPARTMENT / DISCOUNT STORE"
"201510000016565",11/09/2015  18:00,11/09/2015  18:30,"RAPE","57XX N 67TH AVE","85301","APARTMENT"
"201500002247001",11/09/2015  18:00,11/23/2015  09:00,"MOTOR VEHICLE THEFT","38XX W GLENDALE AVE","85051","PARKING LOT"
"201500002161239",11/09/2015  18:00,11/10/2015  06:00,"LARCENY-THEFT","37XX W ENCANTO BLVD","85009","VEHICLE"
"201580008392",11/09/2015  18:00,11/09/2015  19:00,"LARCENY-THEFT","51XX W INDIAN SCHOOL RD","85031","RETAIL BUSINESS"
"201580008424",11/09/2015  18:10,11/09/2015  18:17,"LARCENY-THEFT","76XX S 55TH AVE","85339","SCHOOL/COLLEGE/CHILD CARE"
"201500002159051",11/09/2015  18:14,,"AGGRAVATED ASSAULT","48XX N 37TH AVE","85019","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002162931",11/09/2015  18:30,11/10/2015  05:30,"BURGLARY","84XX S 35TH AVE","85339","SINGLE FAMILY HOUSE"
"201500002202341",11/09/2015  18:30,11/09/2015  18:40,"LARCENY-THEFT","23XX W SHANGRI LA RD","85029","MEDICAL OFFICE"
"201500002162591",11/09/2015  18:30,11/10/2015  10:40,"BURGLARY","17XX W SURREY AVE","85029","SINGLE FAMILY HOUSE"
"201500002161685",11/09/2015  18:30,11/10/2015  05:15,"BURGLARY","30XX N 47TH PL","85018","SINGLE FAMILY HOUSE"
"201500002159171",11/09/2015  18:30,11/09/2015  18:35,"BURGLARY","43XX E LEWIS AVE","85008","SINGLE FAMILY HOUSE"
"201500002163183",11/09/2015  18:30,11/10/2015  12:00,"LARCENY-THEFT","44XX W ST KATERI DR","85339","DRIVEWAY"
"201510000016545",11/09/2015  18:40,11/09/2015  18:50,"LARCENY-THEFT","38XX E SKY HARBOR BLVD","85034","AIRPORT"
"201500002159351",11/09/2015  18:52,11/09/2015  19:05,"LARCENY-THEFT","184XX N 7TH ST","85022","DRUG STORE"
"201500002202082",11/09/2015  19:00,11/16/2015  12:20,"LARCENY-THEFT","84XX W RILEY RD","85353","SINGLE FAMILY HOUSE"
"201500002159371",11/09/2015  19:07,,"LARCENY-THEFT","82XX W THOMAS RD","85035","DRUG STORE"
"201500002159553",11/09/2015  19:30,,"LARCENY-THEFT","36XX W PALM LN","85009","SINGLE FAMILY HOUSE"
"201500002159420",11/09/2015  19:40,11/09/2015  20:00,"AGGRAVATED ASSAULT","11XX E UTOPIA RD","85024","MOBILE HOME"
"201500002162192",11/09/2015  20:00,11/10/2015  06:00,"MOTOR VEHICLE THEFT","36XX N 67TH AVE","85033","APARTMENT"
"201500002161647",11/09/2015  20:30,11/10/2015  07:45,"LARCENY-THEFT","26XX N 36TH ST","85008","APARTMENT"
"201500002161840",11/09/2015  20:30,11/10/2015  07:30,"LARCENY-THEFT","116XX N 19TH AVE","85029","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE"
"201500002161536",11/09/2015  20:30,11/10/2015  07:30,"LARCENY-THEFT","37XX W ALAMEDA RD","85310","DRIVEWAY"
"201500002159878",11/09/2015  20:32,,"AGGRAVATED ASSAULT","22XX W BOWKER ST","85041","SINGLE FAMILY HOUSE"
"201500002159967",11/09/2015  20:50,,"AGGRAVATED ASSAULT","19XX W VAN BUREN ST","85009","HOTEL / MOTEL"
"201500002161275",11/09/2015  21:00,11/10/2015  06:20,"MOTOR VEHICLE THEFT","7XX W GREGORY RD","85041","SINGLE FAMILY HOUSE"
"201500002205144",11/09/2015  21:00,,"LARCENY-THEFT","20XX W BUTLER DR","85021","APARTMENT"
"201500002161841",11/09/2015  21:00,11/10/2015  08:00,"LARCENY-THEFT","15XX N 52ND DR","85043","VEHICLE"
"201500002160142",11/09/2015  21:34,,"DRUG OFFENSE","23XX W PALM LN","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002163256",11/09/2015  22:00,11/10/2015  12:00,"MOTOR VEHICLE THEFT","2XX S 24TH ST","85034","HOTEL / MOTEL"
"201500002161331",11/09/2015  22:00,11/10/2015  06:50,"MOTOR VEHICLE THEFT","65XX N 19TH DR","85015","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002161354",11/09/2015  22:00,11/10/2015  06:45,"MOTOR VEHICLE THEFT","34XX W MISSOURI AVE","85017","APARTMENT"
"201500002161131",11/09/2015  22:00,11/10/2015  04:00,"LARCENY-THEFT","71XX W CARTER RD","85339","SINGLE FAMILY HOUSE"
"201500002161147",11/09/2015  22:00,11/10/2015  05:20,"LARCENY-THEFT","27XX E WOOD ST","85040","SINGLE FAMILY HOUSE"
"201500002161192",11/09/2015  22:00,11/10/2015  05:45,"LARCENY-THEFT","73XX W DARROW ST","85339","VEHICLE"
"201500002161161",11/09/2015  22:15,11/10/2015  05:15,"BURGLARY","14XX N 26TH AVE","85009","OFFICE / COMMERCIAL BUILDING"
"201500002160380",11/09/2015  22:30,,"ROBBERY","N 28TH AVE & W MCDOWELL RD","85009","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002164339",11/09/2015  22:30,11/10/2015  06:30,"MOTOR VEHICLE THEFT","49XX W INDIANOLA AVE","85031","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002160425",11/09/2015  22:50,,"LARCENY-THEFT","58XX W THOMAS RD","85031","PARKING LOT"
"201500002165423",11/09/2015  23:00,11/10/2015  17:50,"MOTOR VEHICLE THEFT","81XX N 19TH DR","85021","APARTMENT"
"201500002160742",11/09/2015  23:00,11/10/2015  00:30,"LARCENY-THEFT","E WASHINGTON ST & N 24TH ST","85034","STREET / ROADWAY / ALLEY / SIDEWALK"
"201580008403",11/09/2015  23:00,,"LARCENY-THEFT","49XX E INDIANOLA AVE","85018","DRIVEWAY"
"201500002165763",11/09/2015  23:00,11/10/2015  06:45,"MOTOR VEHICLE THEFT","52XX S 44TH ST","85040","STREET / ROADWAY / ALLEY / SIDEWALK"
"201500002176956",11/09/2015  23:00,,"RAPE","26XX E ROOSEVELT ST","85008","APARTMENT"
"201580008404",11/09/2015  23:00,,"LARCENY-THEFT","49XX E INDIANOLA AVE","85018","DRIVEWAY"
"201500002160529",11/09/2015  23:24,11/09/2015  23:24,"AGGRAVATED ASSAULT","30XX N 16TH ST","85016","BAR / LOUNG / NIGHT CLUB"
"201500002160560",11/09/2015  23:34,11/09/2015  23:34,"BURGLARY","15XX W BELL RD","85023","RETAIL BUSINESS"
"201500002163490",11/10/2015  00:01,11/10/2015  07:00,"MOTOR VEHICLE THEFT","62XX W THOMAS RD","85035","APARTMENT"
"201500002161296",11/10/2015  00:01,11/10/2015  00:10,"BURGLARY","28XX W CAMELBACK RD","85017","APARTMENT"
"201500002176023",11/10/2015  00:01,11/10/2015  23:59,"LARCENY-THEFT","31XX W COCHISE DR","85051","APARTMENT"
"201500002161363",11/10/2015  00:01,11/10/2015  07:00,"LARCENY-THEFT","80XX N 19TH DR","85021","APARTMENT"
"201500002160680",11/10/2015  00:20,,"LARCENY-THEFT","44XX W ANTHEM WAY","85086","RETAIL BUSINESS"
"201500002161755",11/10/2015  00:51,,"LARCENY-THEFT","43XX W BUCKEYE RD","85043","VEHICLE"
"201500002177735",11/10/2015  01:00,11/10/2015  04:00,"LARCENY-THEFT","48XX W ST KATERI DR","85339","VEHICLE"
"201500002160788",11/10/2015  01:11,,"RAPE","98XX N 9TH AVE","85021","APARTMENT"
"201500002160874",11/10/2015  01:30,11/10/2015  01:30,"BURGLARY","23XX N 71ST LN","85035","FENCED RESIDENTIAL YARD"
"201500002160831",11/10/2015  01:34,11/10/2015  01:34,"MURDER AND NON-NEGLIGENT MANSLAUGHTER","51XX N 17TH AVE","85015","APARTMENT"
"201500002160859",11/10/2015  01:48,,"BURGLARY","11XX E BUCKEYE RD","85034","FAST FOOD STORE"
"201500002174898",11/10/2015  02:00,11/11/2015  21:00,"LARCENY-THEFT","56XX W JONES AVE","85043","SINGLE FAMILY HOUSE"
